language	lang_id	gloss	transcription	translation	comment
Horowura		1. Tangan	limak	hand	
Horowura		2. Kiri	nekiŋ	left	
Horowura		3. Kanan	wanã	right	
Horowura		4. Kaki	leik	foot	
Horowura		5. Kaki	l. əbʔã	footprint	
Horowura		6. Berjalan	pana	walk	
Horowura		7. Jalan	rarã	road	
Horowura		8. Datang	beto	come	
Horowura		9. Balik	tuẽ	return	
Horowura		10. Berenang	naŋe	swim	
Horowura		11. Mencuci	baha	wash	
Horowura		12. Hapus	bohok	wipe	
Horowura		13. Gosok	doruk	rub	
Horowura		14. Kotor	milã	dirty	
Horowura		15. Debu	əmut	dust	
Horowura		16. Kulit	kamakət	skin	
Horowura		17. Punggung	kənuwənək	back	
Horowura		18. Perut	taik	belly	
Horowura		19. Tulang	riʔuk	bone	
Horowura		20. Isi perut	lorã	stomach	
Horowura		21. Hati	atek	liver	
Horowura		22. Jantung	puho	heart	
Horowura		23. Tahu	koi	know	koi, moiː different inflections
Horowura		24. Pikir	petən	think	
Horowura		25. Takut	soʔot	scared	
Horowura		26. Darah	mei	blood	
Horowura		27. Kepala	kotək	head	
Horowura		28. Leher	wulĩ	neck	
Horowura		29. Rambut	rata	hair	
Horowura		30. Hidung	irun	nose	
Horowura		31. Bernapas	nəri n.	breathe	
Horowura		32. Membaui	pənuhuk	smell	
Horowura		33. Mulut	wəwal	mouth	
Horowura		34. Gigi	ipək	tooth	
Horowura		35. Lidah	wewer	tongue	
Horowura		36. Tertawa	geka	laugh	
Horowura		37. Menangis	tani	cry	
Horowura		38. Muntah	luʔuk	vomit	
Horowura		39. Meludah	pərino	spit	
Horowura		40. Makan	ka	eat	ka, goː different inflections
Horowura		41. Masak	biho	cook	
Horowura		42. Minum	kenu	drink	
Horowura		43. Gigit	gike	bite	
Horowura		44. Menetek	tuho	suck	
Horowura		45. Telinga	tiluk	ear	
Horowura		46. Dengar	dəŋɤ	listen	
Horowura		47. Mata	matak	eye	
Horowura		48. Melihat	hulã	see	
Horowura		49. Tidur	turuk	sleep	
Horowura		50. Rebah	linək	lie down	
Horowura		51. Duduk	tobo	sit	
Horowura		52. Berdiri	dei	stand	
Horowura		53. Orang	atadikã	person	
Horowura		54. Laki-laki	amalake	man	
Horowura		55. Wanita	inawae	woman	
Horowura		56. Anak	anaʔ	child	
Horowura		57. Suami	lake	husband	
Horowura		58. Isteri	kəwahe	wife	
Horowura		59. Ibu	ina	mother	
Horowura		60. Bapak	ama	father	
Horowura		61. Kakak	kaka	older sibling	
Horowura		62. Adik	arik	younger sibling	
Horowura		63. Nama	narã	name	
Horowura		64. Bilang	marĩ	say	
Horowura		65. Tali	tale	rope	
Horowura		66. Mengikat 	puĩ (wido)	tie	
Horowura		67. Menjahit 	hau	sew	
Horowura		68. Pakaian 	alelolo	clothing	
Horowura		69. Berburu	batĩ	hunt	
Horowura		70. Menembak 	pasak	shoot	
Horowura		71. Menikam 	tubak	stab	
Horowura		72. Bertinju 	tubuk	fist	
Horowura		73. berkelahi 	pəwuno	fight	
Horowura		74. Membunuh 	belo	kill	
Horowura		75. Mati 	mata	dead	
Horowura		76. Hidup 	morit	alive	
Horowura		77. Menggaruk 	ragu	scratch	
Horowura		78. Memotong	belo	cut	
Horowura		79. Batang 	əpã	stem	
Horowura		80. Membelah 	hiwak	split	
Horowura		81. Tajam 	bərəkət	sharp	
Horowura		82. Tumpul 	kəbusu	blunt 	
Horowura		83. Bekerja 	ola	work	
Horowura		84. Bermain 	gəlaha	play	
Horowura		85. Menyanyi	kantar	sing	
Horowura		86. Menari 	nigə	dance	
Horowura		87. Bengkak	baʔa	swollen	
Horowura		88. Memeras 	piʔuk	squeeze	
Horowura		89. Memegang	pehe	hold	
Horowura		90. Menggali 	baʔe	dig	
Horowura		91. Memberi 	nei	give	
Horowura		92. Menarik	gehã	pull	
Horowura		93. Mendorong 	toyõ	push	
Horowura		94. Melempar 	paluk	throw	
Horowura		95. Jatuh 	goka	fall	
Horowura		96. Anjing 	aho	dog	
Horowura		97. Burung 	manuk utã	bird	
Horowura		98. Telur 	təluk	egg	
Horowura		99. Bulu 	rawuk	feather	
Horowura		100. Sayap 	kəpik	wing	
Horowura		101. Terbang 	bəka	fly	
Horowura		102. Binatang 	əwã	animal	
Horowura		103. Daging 	umã	meat	
Horowura		104. Lemak 	kənaharə	fat	
Horowura		105. Ekor 	ikuk	tale	
Horowura		106. Ular 	ulaʔ	snake	
Horowura		107. Cacing 	kəbeŋə	worm	
Horowura		108. Kutu 	kuto	louse	
Horowura		109. Ikan 	ikã	fish	
Horowura		110. Pohon 	kayo	tree	
Horowura		111. Busuk 	mənutã	rotten	
Horowura		112. Daun 	lolo	leaf	
Horowura		113. Kulit kayu	kayokamã	bark	
Horowura		114. Akar 	əmut	root	
Horowura		115. Biji 	kəlulũ	seed	
Horowura		116. Bunga 	puhũ	flower	
Horowura		117. Buah 	wuã	fruit	
Horowura		118. Rumput 	kərəmət	grass	
Horowura		119. Tanah 	tana	earth	
Horowura		120. Batu 	wato	stone	
Horowura		121. Pasir 	wəra	sand	
Horowura		122. Air 	wai	water	
Horowura		123. Membeku 	—	freeze	
Horowura		124. Es 	—	ice	
Horowura		125. Mengalir 	baʔ	flow	
Horowura		126. Terapung 	bao	float	
Horowura		127. Laut 	tahik	sea	
Horowura		128. Garam 	siʔa	salt	
Horowura		129. Danau 	liwo	lake	
Horowura		130. Sungai 	wai	river	
Horowura		131. Gunung 	ile	mountain	
Horowura		132. Hutan	məgã	forest	
Horowura		133. Langit 	kəlã	sky	
Horowura		134. Matahari 	ləra	sun	
Horowura		135. Bintang 	pətala	star	
Horowura		136. Awan 	abak	cloud	
Horowura		137. Embun 	apũ	dew	
Horowura		138. Hujan 	urã	rain	
Horowura		139. Salju 	—	snow	
Horowura		140. Angin 	aŋi	wind	
Horowura		141. Bertiup 	dihẽ	blow	
Horowura		142. Panas 	pəlate	hot	
Horowura		143. Dingin 	gələtɤ̃	cold	
Horowura		144. Kering 	mara	dry	
Horowura		145. Basah 	nəme	wet	
Horowura		146. Rata 	əbʔã	flat, smooth	
Horowura		147. Berat 	baʔat	heavy	
Horowura		148. Api 	apeʔ	fire	
Horowura		149. Membakar 	tuno	burn	
Horowura		150. Asap 	nuhu	smoke	
Horowura		151. Abu 	kəʔawuk	dust	
Horowura		152. Hitam 	mitã	black 	
Horowura		153. Putih 	burã	white	
Horowura		154. Merah 	meʔã	red	
Horowura		155. Kuning 	kumha	yellow	
Horowura		156. Hijau 	keorã	green	
Horowura		157. Kecil 	keni	small	
Horowura		158. Besar 	belʔã	big	
Horowura		159. Pendek 	kərʔũ	short	
Horowura		160. Panjang 	bəlahʔã	long	
Horowura		161. Tipis 	məniphĩ	thin	
Horowura		162. Tebal 	pəwər’e	thick	
Horowura		163. Sempit 	tənudʔã	narrow	
Horowura		164. Luas 	pəlelet	wide	
Horowura		165. Lurus 	kəloho	straight	
Horowura		166. Tua 	tənuʔe	old	
Horowura		167. Baru 	wuʔũ	new	
Horowura		168. Baik 	məlʔã	good	
Horowura		169. Jelek	mədõ	bad	
Horowura		170. Betul 	murʔã	right, correct	
Horowura		171. Malam 	rəmã	night	
Horowura		172. Tahun 	tuŋ	year	
Horowura		173. Hari 	rərõ	day	
Horowura		174. Bilamana 	ərə̃m pira	when	
Horowura		175. Di 	tə	in 	
Horowura		176. Dalam 	onʔã	inside	
Horowura		177. Di sini 	təpi	here	
Horowura		178. Di situ 	təpe	there	
Horowura		179. Ini 	ni	this	
Horowura		180. Itu 	pe	that	
Horowura		181. Dekat 	dahe	near	
Horowura		182. Jauh 	doã	far	
Horowura		183. Di mana 	təga	where	
Horowura		184. Saya 	goʔe	1SG	
Horowura		185. Engkau/ kamu 	mo	2SG;2PL	
Horowura		185. Engkau/ kamu 	mio	2SG;2PL	
Horowura		186. Dia 	naʔe	3SG	
Horowura		187. Kita 	tite	1PL.INC	
Horowura		188. Kami 	kame	1PL.EXC	
Horowura		189. Mereka 	raʔe	3PL	
Horowura		190. Apa 	aku	what	
Horowura		191. Siapa 	heku	who	
Horowura		192. Lain	ikã	other	
Horowura		193. Beberapa 	bopira	some	
Horowura		194. Banyak 	ayʔã	many	
Horowura		195. Sedikit 	əsiʔ	few	
Horowura		196. Semua 	wahaŋkae	all	
Horowura		197. Dan 	noʔõ	and	
Horowura		198. Dengan	noʔo	with	
Horowura		199. Sebab 	pukã	because	
Horowura		200. Jikalau 	—	if	
