language	lang_id	gloss	transcription	translation	comment
Kiwangona		1. Tangan	limak	hand	
Kiwangona		2. Kiri	nekin	left	
Kiwangona		3. Kanan	wana	right	
Kiwangona		4. Kaki	leik	foot	
Kiwangona		5. Kaki	l. əbã	footprint	
Kiwangona		6. Berjalan	pana	walk	
Kiwangona		7. Jalan	rarã	road	
Kiwangona		8. Datang	beto	come	
Kiwangona		9. Balik	pekot	return	
Kiwangona		10. Berenang	naŋe	swim	
Kiwangona		11. Mencuci	baha	wash	
Kiwangona		12. Hapus	bohok	wipe	
Kiwangona		13. Gosok	pusak	rub	
Kiwangona		14. Kotor	milã	dirty	
Kiwangona		15. Debu	əmut	dust	
Kiwangona		16. Kulit	kamʔa	skin	
Kiwangona		17. Punggung	woho	back	
Kiwangona		18. Perut	taik	belly	
Kiwangona		19. Tulang	riʔũ	bone	
Kiwangona		20. Isi perut	kəbotik	stomach	
Kiwangona		21. Hati	mehĩ	liver	
Kiwangona		22. Jantung	puho	heart	
Kiwangona		23. Tahu	koi	know	koi, moiː different inflections
Kiwangona		24. Pikir	petə	think	
Kiwangona		25. Takut	soʔot	scared	
Kiwangona		26. Darah	mei	blood	
Kiwangona		27. Kepala	kotək	head	
Kiwangona		28. Leher	wulik	neck	
Kiwangona		29. Rambut	rataʔ	hair	
Kiwangona		30. Hidung	iruŋ	nose	
Kiwangona		31. Bernapas	nəri naik	breathe	
Kiwangona		32. Membaui	penuhuk	smell	
Kiwangona		33. Mulut	wəwak	mouth	
Kiwangona		34. Gigi	ipək	tooth	
Kiwangona		35. Lidah	weweyək	tongue	
Kiwangona		36. Tertawa	geka	laugh	
Kiwangona		37. Menangis	tani	cry	
Kiwangona		38. Muntah	muta	vomit	
Kiwangona		39. Meludah	pərino	spit	
Kiwangona		40. Makan	ka	eat	
Kiwangona		41. Masak	dena	cook	
Kiwangona		42. Minum	kenu	drink	
Kiwangona		43. Gigit	gike	bite	
Kiwangona		44. Menetek	tuhu	suck	
Kiwangona		45. Telinga	tiluk	ear	
Kiwangona		46. Dengar	dəŋə	listen	
Kiwangona		47. Mata	mata	eye	
Kiwangona		48. Melihat	hulə	see	
Kiwangona		49. Tidur	turu	sleep	
Kiwangona		50. Rebah	pola	lie down	
Kiwangona		51. Duduk	tobo	sit	
Kiwangona		52. Berdiri	deʔi	stand	
Kiwangona		53. Orang	atadikʔã	person	
Kiwangona		54. Laki-laki	amalake	man	
Kiwangona		55. Wanita	inawae	woman	
Kiwangona		56. Anak	anaʔ	child	
Kiwangona		57. Suami	hak (kalake)	husband	
Kiwangona		58. Isteri	hak (kawae)	wife	
Kiwangona		59. Ibu	ina	mother	
Kiwangona		60. Bapak	ama	father	
Kiwangona		61. Kakak	kaka	older sibling	
Kiwangona		62. Adik	arik	younger sibling	
Kiwangona		63. Nama	narã	name	
Kiwangona		64. Bilang	mari	say	
Kiwangona		65. Tali	taleʔ	rope	
Kiwangona		66. Mengikat 	wido	tie	
Kiwangona		67. Menjahit 	hau	sew	
Kiwangona		68. Pakaian 	alelolo	clothing	
Kiwangona		69. Berburu	bati	hunt	
Kiwangona		70. Menembak 	pasak	shoot	
Kiwangona		71. Menikam 	tubak	stab	
Kiwangona		72. Bertinju 	tubuk	fist	
Kiwangona		73. berkelahi 	pəwuno	fight	
Kiwangona		74. Membunuh 	belo	kill	
