language	lang_id	gloss	transcription	translation	comment
Botun		1. Tangan	lima	hand	
Botun		2. Kiri	nekĩ	left	
Botun		3. Kanan	wanã	right	
Botun		4. Kaki	lei	foot	
Botun		5. Kaki	l. tənəpã	footprint	
Botun		6. Berjalan	pana	walk	
Botun		7. Jalan	rarã	road	
Botun		8. Datang	beto	come	
Botun		9. Balik	tue	return	
Botun		10. Berenang	naŋe	swim	
Botun		11. Mencuci	baha	wash	
Botun		12. Hapus	bohok	wipe	
Botun		13. Gosok	doruk	rub	
Botun		14. Kotor	milã	dirty	
Botun		15. Debu	əmut	dust	
Botun		16. Kulit	kamʔã	skin	
Botun		17. Punggung	kolak	back	
Botun		18. Perut	taik	belly	
Botun		19. Tulang	riʔũ	bone	
Botun		20. Isi perut	t. lorã	stomach	
Botun		21. Hati	atek	liver	
Botun		22. Jantung	puho	heart	
Botun		23. Tahu	koi	know	koi, moiː different inflections
Botun		24. Pikir	petən	think	
Botun		25. Takut	soʔot	scared	
Botun		26. Darah	mei	blood	
Botun		27. Kepala	kotək	head	
Botun		28. Leher	wuli	neck	
Botun		29. Rambut	rata	hair	
Botun		30. Hidung	irũ	nose	
Botun		31. Bernapas	nəri n.	breathe	
Botun		32. Membaui	pənuk	smell	
Botun		33. Mulut	wewã	mouth	
Botun		34. Gigi	ipə	tooth	
Botun		35. Lidah	wewe	tongue	
Botun		36. Tertawa	geka	laugh	
Botun		37. Menangis	tani	cry	
Botun		38. Muntah	muta	vomit	
Botun		39. Meludah	pərino	spit	
Botun		40. Makan	ka	eat	ka, goː different inflections
Botun		41. Masak	biho	cook	
Botun		42. Minum	tenu	drink	
Botun		43. Gigit	gike	bite	
Botun		44. Menetek	tuho	suck	
Botun		45. Telinga	tilũ	ear	
Botun		46. Dengar	bãi	listen	
Botun		47. Mata	mata	eye	
Botun		48. Melihat	hulã	see	
Botun		49. Tidur	turu	sleep	
Botun		50. Rebah	pənaiŋ	lie down	
Botun		51. Duduk	tobo	sit	
Botun		52. Berdiri	deʔĩ	stand	
Botun		53. Orang	atadikə	person	
Botun		54. Laki-laki	bəlakĩ	man	
Botun		55. Wanita	bərwae	woman	
Botun		56. Anak	ana	child	
Botun		57. Suami	bəlikĩ	husband	
Botun		58. Isteri	kəwae	wife	
Botun		59. Ibu	əma	mother	
Botun		60. Bapak	bapa	father	
Botun		61. Kakak	kaka	older sibling	
Botun		62. Adik	arik	younger sibling	
Botun		63. Nama	narã	name	
Botun		64. Bilang	marĩ	say	
Botun		65. Tali	tale	rope	
Botun		66. Mengikat 	puĩ	tie	
Botun		67. Menjahit 	hau	sew	
Botun		68. Pakaian 	alelolo	clothing	
Botun		69. Berburu	batĩ	hunt	
Botun		70. Menembak 	pasak	shoot	
Botun		71. Menikam 	tubak	stab	
Botun		72. Bertinju 	tubuk	fist	
Botun		73. berkelahi 	pəwuno	fight	
Botun		74. Membunuh 	belo	kill	
Botun		75. Mati 	mate	dead	
Botun		76. Hidup 	mori	alive	
Botun		77. Menggaruk 	ragu	scratch	
Botun		78. Memotong	belo	cut	
Botun		79. Batang 	pukã	stem	
Botun		80. Membelah 	hiwək	split	
Botun		81. Tajam 	dəkət	sharp	
Botun		82. Tumpul 	gã hala	blunt 	
Botun		83. Bekerja 	ola	work	
Botun		84. Bermain 	gəlaha	play	
Botun		85. Menyanyi	kantar	sing	
Botun		86. Menari 	soka	dance	
Botun		87. Bengkak	baʔa	swollen	
Botun		88. Memeras 	peʔut	squeeze	
Botun		89. Memegang	pehẽ	hold	
Botun		90. Menggali 	baʔe	dig	
Botun		91. Memberi 	nei	give	
Botun		92. Menarik	tubo	pull	
