language	lang_id	gloss	transcription	translation	comment
Lewopenutu		1. Tangan	limaha	hand	
Lewopenutu		2. Kiri	heke	left	
Lewopenutu		3. Kanan	fanan	right	
Lewopenutu		4. Kaki	leiha	foot	
Lewopenutu		5. Kaki	l. əpak	footprint	
Lewopenutu		6. Berjalan	pana	walk	
Lewopenutu		7. Jalan	lalan	road	
Lewopenutu		8. Datang	kəfi	come	kəfi, məfi: different inflections
Lewopenutu		9. Balik	tue	return	
Lewopenutu		10. Berenang	naŋi	swim	
Lewopenutu		11. Mencuci	baha	wash	
Lewopenutu		12. Hapus	hok	wipe	
Lewopenutu		13. Gosok	godoŋ	rub	
Lewopenutu		14. Kotor	milan	dirty	
Lewopenutu		15. Debu	əmut	dust	
Lewopenutu		16. Kulit	kama	skin	
Lewopenutu		17. Punggung	kətubəŋ	back	
Lewopenutu		18. Perut	tuka	belly	there is a tiny ' in the book; not sure whether glottal stop or misprint
Lewopenutu		19. Tulang	riuk	bone	
Lewopenutu		20. Isi perut	tai kəboti	stomach	
Lewopenutu		21. Hati	oraha	liver	
Lewopenutu		22. Jantung	puoha	heart	
Lewopenutu		23. Tahu	min	know	min, kin: different inflections
Lewopenutu		24. Pikir	hedəp	think	
Lewopenutu		25. Takut	keruit	scared	
Lewopenutu		26. Darah	səmei	blood	
Lewopenutu		27. Kepala	ulu	head	
Lewopenutu		28. Leher	fule	neck	
Lewopenutu		29. Rambut	latar	hair	
Lewopenutu		30. Hidung	nijuŋ	nose	
Lewopenutu		31. Bernapas	ernaj	breathe	
Lewopenutu		32. Membaui	hodam	smell	
Lewopenutu		33. Mulut	nuha	mouth	
Lewopenutu		34. Gigi	kiak	tooth	
Lewopenutu		35. Lidah	efel	tongue	
Lewopenutu		36. Tertawa	gekay	laugh	
Lewopenutu		37. Menangis	giləŋ	cry	
Lewopenutu		38. Muntah	lua	vomit	
Lewopenutu		39. Meludah	təmiju	spit	
Lewopenutu		40. Makan	ka	eat	ka, ga: different inflections
Lewopenutu		41. Masak	giu	cook	
Lewopenutu		42. Minum	tenu	drink	tenu, menu: different inflections
Lewopenutu		43. Gigit	giki	bite	
Lewopenutu		44. Menetek	tuhu	suck	
Lewopenutu		45. Telinga	kiŋa	ear	
Lewopenutu		46. Dengar	dəŋ	listen	
Lewopenutu		47. Mata	kuluka	eye	
Lewopenutu		48. Melihat	tene	see	
Lewopenutu		49. Tidur	gəle	sleep	
Lewopenutu		50. Rebah	toba	lie down	
Lewopenutu		51. Duduk	tobo	sit	
Lewopenutu		52. Berdiri	diri	stand	
Lewopenutu		53. Orang	atadikəj	person	
Lewopenutu		54. Laki-laki	analame	man	
Lewopenutu		55. Wanita	gərapoja	woman	
Lewopenutu		56. Anak	ana	child	
Lewopenutu		57. Suami	afan	husband	
Lewopenutu		58. Isteri	gərapu	wife	
Lewopenutu		59. Ibu	ina	mother	
Lewopenutu		60. Bapak	ma	father	
Lewopenutu		61. Kakak	kaka	older sibling	
Lewopenutu		62. Adik	wajin	younger sibling	
Lewopenutu		63. Nama	najan	name	
Lewopenutu		64. Bilang	tədək	say	
Lewopenutu		65. Tali	fədek	rope	
Lewopenutu		66. Mengikat 	hoŋ	tie	
Lewopenutu		67. Menjahit 	haur	sew	
Lewopenutu		68. Pakaian 	alelol	clothing	
Lewopenutu		69. Berburu	bati	hunt	
Lewopenutu		70. Menembak 	pasak	shoot	
Lewopenutu		71. Menikam 	tubak	stab	
Lewopenutu		72. Bertinju 	sadok	fist	
Lewopenutu		73. berkelahi 	pun	fight	
Lewopenutu		74. Membunuh 	belu	kill	
Lewopenutu		75. Mati 	mataj	dead	
Lewopenutu		76. Hidup 	mojip	alive	
Lewopenutu		77. Menggaruk 	ragu	scratch	
Lewopenutu		78. Memotong	belu	cut	
Lewopenutu		79. Batang 	tafa	stem	
Lewopenutu		80. Membelah 	ləgat	split	
Lewopenutu		81. Tajam 	bərəkət	sharp	
Lewopenutu		82. Tumpul 	motəl	blunt 	
Lewopenutu		83. Bekerja 	kərian	work	
Lewopenutu		84. Bermain 	gəlahaŋ	play	
Lewopenutu		85. Menyanyi	kantar	sing	
Lewopenutu		86. Menari 	soka	dance	
Lewopenutu		87. Bengkak	kəbaraha	swollen	
Lewopenutu		88. Memeras 	ikut	squeeze	
Lewopenutu		89. Memegang	pida	hold	
Lewopenutu		90. Menggali 	gali	dig	
Lewopenutu		91. Memberi 	soro	give	
Lewopenutu		92. Menarik	fidu	pull	
Lewopenutu		93. Mendorong 	ogor	push	
Lewopenutu		94. Melempar 	pədi	throw	
Lewopenutu		95. Jatuh 	gəpu	fall	
Lewopenutu		96. Anjing 	aoru	dog	
Lewopenutu		97. Burung 	koloŋ	bird	
Lewopenutu		98. Telur 	təluk	egg	
Lewopenutu		99. Bulu 	rafuk	feather	
Lewopenutu		100. Sayap 	kəpik	wing	
Lewopenutu		101. Terbang 	bəkə	fly	
Lewopenutu		102. Binatang 	əfaŋ	animal	
Lewopenutu		103. Daging 	elam	meat	
Lewopenutu		104. Lemak 	fojak	fat	
Lewopenutu		105. Ekor 	ikur	tale	
Lewopenutu		106. Ular 	ularu	snake	
Lewopenutu		107. Cacing 	ekoj	worm	
Lewopenutu		108. Kutu 	kutoji	louse	
Lewopenutu		109. Ikan 	ikan	fish	
Lewopenutu		110. Pohon 	kaju	tree	
Lewopenutu		111. Busuk 	fuk	rotten	
Lewopenutu		112. Daun 	lolo	leaf	
Lewopenutu		113. Kulit kayu	kajukamak	bark	
Lewopenutu		114. Akar 	ramut	root	
Lewopenutu		115. Biji 	kuluk	seed	
Lewopenutu		116. Bunga 	puŋa	flower	
Lewopenutu		117. Buah 	fuak	fruit	
Lewopenutu		118. Rumput 	kərəka	grass	
Lewopenutu		119. Tanah 	enaj	earth	
Lewopenutu		120. Batu 	fatoru	stone	
Lewopenutu		121. Pasir 	bota	sand	
Lewopenutu		122. Air 	faer	water	
Lewopenutu		123. Membeku 	—	freeze	
Lewopenutu		124. Es 	—	ice	
Lewopenutu		125. Mengalir 	baŋ	flow	
Lewopenutu		126. Terapung 	baoŋa	float	
Lewopenutu		127. Laut 	lefar	sea	
Lewopenutu		128. Garam 	irar	salt	
