language	lang_id	gloss	transcription	translation	comment
Lamatuka	lama1279	1. Tangan	lima	hand	
Lamatuka	lama1279	2. Kiri	wiri	left	
Lamatuka	lama1279	3. Kanan	wana	right	
Lamatuka	lama1279	4. Kaki	lei	foot	
Lamatuka	lama1279	5. Kaki	l. əpaʔãŋ	footprint	
Lamatuka	lama1279	6. Berjalan	pana	walk	
Lamatuka	lama1279	7. Jalan	larã	road	
Lamatuka	lama1279	8. Datang	bəso	come	
Lamatuka	lama1279	9. Balik	tue	return	
Lamatuka	lama1279	10. Berenang	naŋi	swim	
Lamatuka	lama1279	11. Mencuci	baha	wash	
Lamatuka	lama1279	12. Hapus	hapu	wipe	
Lamatuka	lama1279	13. Gosok	doru	rub	
Lamatuka	lama1279	14. Kotor	prita	dirty	
Lamatuka	lama1279	15. Debu	əmu	dust	
Lamatuka	lama1279	16. Kulit	ulitã	skin	
Lamatuka	lama1279	17. Punggung	punuʔu	back	
Lamatuka	lama1279	18. Perut	boti	belly	
Lamatuka	lama1279	19. Tulang	riʔũ	bone	
Lamatuka	lama1279	20. Isi perut	lau boti	stomach	
Lamatuka	lama1279	21. Hati	huʔa	liver	
Lamatuka	lama1279	22. Jantung	puho	heart	
Lamatuka	lama1279	23. Tahu	ʔoi, moi	know	
Lamatuka	lama1279	24. Pikir	huʔə	think	
Lamatuka	lama1279	25. Takut	taʔu	scared	
Lamatuka	lama1279	26. Darah	meʔi	blood	
Lamatuka	lama1279	27. Kepala	əte	head	
Lamatuka	lama1279	28. Leher	wuli	neck	
Lamatuka	lama1279	29. Rambut	ratã	hair	
Lamatuka	lama1279	30. Hidung	iru	nose	
Lamatuka	lama1279	31. Bernapas	ha nei	breathe	
Lamatuka	lama1279	32. Membaui	are	smell	
Lamatuka	lama1279	33. Mulut	nuhe	mouth	
Lamatuka	lama1279	34. Gigi	ipe	tooth	
Lamatuka	lama1279	35. Lidah	eblə	tongue	
Lamatuka	lama1279	36. Tertawa	geʔa	laugh	
Lamatuka	lama1279	37. Menangis	tani	cry	
Lamatuka	lama1279	38. Muntah	luã	vomit	
Lamatuka	lama1279	39. Meludah	piru	spit	
Lamatuka	lama1279	40. Makan	a, ga	eat	
Lamatuka	lama1279	41. Masak	bihu	cook	
Lamatuka	lama1279	42. Minum	enu, menu	drink	
Lamatuka	lama1279	43. Gigit	giʔi	bite	
Lamatuka	lama1279	44. Menetek	tuhu	suck	
Lamatuka	lama1279	45. Telinga	tilu	ear	
Lamatuka	lama1279	46. Dengar	dəŋe	listen	
Lamatuka	lama1279	47. Mata	ulʔũ	eye	
Lamatuka	lama1279	48. Melihat	bəlele	see	
Lamatuka	lama1279	49. Tidur	turʔo	sleep	
Lamatuka	lama1279	50. Rebah	ewã	lie down	
Lamatuka	lama1279	51. Duduk	tobo	sit	
Lamatuka	lama1279	52. Berdiri	diri	stand	
Lamatuka	lama1279	53. Orang	ədiʔã	person	
Lamatuka	lama1279	54. Laki-laki	reba	man	
Lamatuka	lama1279	55. Wanita	bare	woman	
Lamatuka	lama1279	56. Anak	ana ranã	child	
Lamatuka	lama1279	57. Suami	hawã	husband	
Lamatuka	lama1279	58. Isteri	hawã	wife	
Lamatuka	lama1279	59. Ibu	ina	mother	
Lamatuka	lama1279	60. Bapak	ama	father	
Lamatuka	lama1279	61. Kakak	ʔaʔã	older sibling	
Lamatuka	lama1279	62. Adik	ari	younger sibling	
Lamatuka	lama1279	63. Nama	narã	name	
Lamatuka	lama1279	64. Bilang	təde	say	
Lamatuka	lama1279	65. Tali	tale	rope	
Lamatuka	lama1279	66. Mengikat 	hoŋe	tie	
Lamatuka	lama1279	67. Menjahit 	heu	sew	
Lamatuka	lama1279	68. Pakaian 	alalolo	clothing	
Lamatuka	lama1279	69. Berburu	welo	hunt	
Lamatuka	lama1279	70. Menembak 	pasa	shoot	
Lamatuka	lama1279	71. Menikam 	tuba	stab	
Lamatuka	lama1279	72. Bertinju 	sado	fist	
Lamatuka	lama1279	73. berkelahi 	gəni('waʔi)	fight	
Lamatuka	lama1279	74. Membunuh 	belu	kill	
Lamatuka	lama1279	75. Mati 	mata	dead	
Lamatuka	lama1279	76. Hidup 	mori	alive	
Lamatuka	lama1279	77. Menggaruk 	ragu	scratch	
Lamatuka	lama1279	78. Memotong	belo	cut	
Lamatuka	lama1279	79. Batang 	nawã	stem	
Lamatuka	lama1279	80. Membelah 	ləgə	split	
Lamatuka	lama1279	81. Tajam 	raʔe	sharp	
Lamatuka	lama1279	82. Tumpul 	milu	blunt 	
Lamatuka	lama1279	83. Bekerja 	kəria	work	
Lamatuka	lama1279	84. Bermain 	urã	play	
Lamatuka	lama1279	85. Menyanyi	katərã	sing	
Lamatuka	lama1279	86. Menari 	sokə	dance	
Lamatuka	lama1279	87. Bengkak	hogo	swollen	
Lamatuka	lama1279	88. Memeras 	piuʔ	squeeze	
Lamatuka	lama1279	89. Memegang	pehe	hold	
Lamatuka	lama1279	90. Menggali 	gali	dig	
Lamatuka	lama1279	91. Memberi 	sorõ	give	
Lamatuka	lama1279	92. Menarik	gidə	pull	
Lamatuka	lama1279	93. Mendorong 	udũ	push	
Lamatuka	lama1279	94. Melempar 	gebə	throw	
Lamatuka	lama1279	95. Jatuh 	goli	fall	
Lamatuka	lama1279	96. Anjing 	aho	dog	
Lamatuka	lama1279	97. Burung 	olõ	bird	
Lamatuka	lama1279	98. Telur 	təluʔũ	egg	
Lamatuka	lama1279	99. Bulu 	rawuʔũ	feather	
Lamatuka	lama1279	100. Sayap 	əpiʔĩ	wing	looks like I with tilde. Check
Lamatuka	lama1279	101. Terbang 	baʔã	fly	
Lamatuka	lama1279	102. Binatang 	əwã(nawu)	animal	
Lamatuka	lama1279	103. Daging 	elã	meat	
Lamatuka	lama1279	104. Lemak 	woraʔã	fat	
Lamatuka	lama1279	105. Ekor 	iʔũ	tale	
Lamatuka	lama1279	106. Ular 	ula	snake	
Lamatuka	lama1279	107. Cacing 	səwalo	worm	
Lamatuka	lama1279	108. Kutu 	uto	louse	
Lamatuka	lama1279	109. Ikan 	iʔã	fish	
Lamatuka	lama1279	110. Pohon 	əso	tree	
Lamatuka	lama1279	111. Busuk 	weʔu	rotten	
Lamatuka	lama1279	112. Daun 	lolõ	leaf	
Lamatuka	lama1279	113. Kulit kayu	əso ulitã	bark	
Lamatuka	lama1279	114. Akar 	ramutã	root	
Lamatuka	lama1279	115. Biji 	upu	seed	
Lamatuka	lama1279	116. Bunga 	puhũ	flower	
Lamatuka	lama1279	117. Buah 	wuʔã	fruit	
Lamatuka	lama1279	118. Rumput 	gəpe	grass	
Lamatuka	lama1279	119. Tanah 	tana	earth	
Lamatuka	lama1279	120. Batu 	wato	stone	
Lamatuka	lama1279	121. Pasir 	botã	sand	
Lamatuka	lama1279	122. Air 	wae	water	
Lamatuka	lama1279	123. Membeku 	—	freeze	
Lamatuka	lama1279	124. Es 	—	ice	
Lamatuka	lama1279	125. Mengalir 	bã	flow	
Lamatuka	lama1279	126. Terapung 	bao	float	
Lamatuka	lama1279	127. Laut 	tahi	sea	
Lamatuka	lama1279	128. Garam 	hira	salt	
Lamatuka	lama1279	129. Danau 	opa	lake	
Lamatuka	lama1279	130. Sungai 	luŋu	river	
Lamatuka	lama1279	131. Gunung 	ile	mountain	
